home, homescore, awayscore, away, date, time
Crystal Palace, 0, 0, Wimbledon, Saturday 17 September 1994, 15:00
Everton, 2, 2, QPR, Saturday 17 September 1994, 15:00
Leicester, 3, 1, Spurs, Saturday 17 September 1994, 15:00
Man Utd, 2, 0, Liverpool, Saturday 17 September 1994, 15:00
Sheffield Wed, 1, 1, Man City, Saturday 17 September 1994, 15:00
Southampton, 1, 1, Nott'm Forest, Saturday 17 September 1994, 15:00
West Ham, 1, 0, Aston Villa, Saturday 17 September 1994, 15:00
Spurs, 1, 2, Southampton, Monday 12 September 1994, 20:00
Leeds, 2, 1, Man Utd, Sunday 11 September 1994, 16:00
Aston Villa, 2, 0, Ipswich, Saturday 10 September 1994, 15:00
Blackburn, 3, 0, Everton, Saturday 10 September 1994, 15:00
Liverpool, 0, 0, West Ham, Saturday 10 September 1994, 15:00
Man City, 1, 1, Crystal Palace, Saturday 10 September 1994, 15:00
Newcastle, 4, 2, Chelsea, Saturday 10 September 1994, 15:00
Norwich, 0, 0, Arsenal, Saturday 10 September 1994, 15:00
Nott'm Forest, 4, 1, Sheffield Wed, Saturday 10 September 1994, 15:00
QPR, 2, 2, Coventry, Saturday 10 September 1994, 15:00
Wimbledon, 2, 1, Leicester, Saturday 10 September 1994, 15:00
Man Utd, 3, 0, Wimbledon, Wednesday 31 August 1994, 20:00
Arsenal, 0, 0, Blackburn, Wednesday 31 August 1994, 19:45
Chelsea, 3, 0, Man City, Wednesday 31 August 1994, 19:45
Leicester, 1, 1, QPR, Wednesday 31 August 1994, 19:45
Sheffield Wed, 0, 0, Norwich, Wednesday 31 August 1994, 19:45
West Ham, 1, 3, Newcastle, Wednesday 31 August 1994, 19:45
Southampton, 0, 2, Liverpool, Wednesday 31 August 1994, 19:30
Crystal Palace, 1, 2, Leeds, Tuesday 30 August 1994, 19:45
Ipswich, 1, 3, Spurs, Tuesday 30 August 1994, 19:45
Everton, 1, 2, Nott'm Forest, Tuesday 30 August 1994, 19:30
Coventry, 0, 1, Aston Villa, Monday 29 August 1994, 20:00
Liverpool, 3, 0, Arsenal, Sunday 28 August 1994, 16:00
Aston Villa, 1, 1, Crystal Palace, Saturday 27 August 1994, 15:00
Blackburn, 4, 0, Coventry, Saturday 27 August 1994, 15:00
Leeds, 2, 3, Chelsea, Saturday 27 August 1994, 15:00
Man City, 4, 0, Everton, Saturday 27 August 1994, 15:00
Newcastle, 5, 1, Southampton, Saturday 27 August 1994, 15:00
Norwich, 1, 0, West Ham, Saturday 27 August 1994, 15:00
Nott'm Forest, 1, 0, Leicester, Saturday 27 August 1994, 15:00
QPR, 1, 2, Ipswich, Saturday 27 August 1994, 15:00
Spurs, 0, 1, Man Utd, Saturday 27 August 1994, 15:00
Wimbledon, 0, 1, Sheffield Wed, Saturday 27 August 1994, 15:00
Aston Villa, 1, 1, Southampton, Wednesday 24 August 1994, 19:45
Man City, 3, 0, West Ham, Wednesday 24 August 1994, 19:45
Newcastle, 4, 0, Coventry, Wednesday 24 August 1994, 19:45
Norwich, 0, 0, Crystal Palace, Wednesday 24 August 1994, 19:45
QPR, 3, 2, Sheffield Wed, Wednesday 24 August 1994, 19:45
Spurs, 2, 1, Everton, Wednesday 24 August 1994, 19:45
Blackburn, 3, 0, Leicester, Tuesday 23 August 1994, 19:45
Leeds, 1, 0, Arsenal, Tuesday 23 August 1994, 19:45
Wimbledon, 1, 1, Ipswich, Tuesday 23 August 1994, 19:45
Nott'm Forest, 1, 1, Man Utd, Monday 22 August 1994, 20:00
Leicester, 1, 3, Newcastle, Sunday 21 August 1994, 16:00
Arsenal, 3, 0, Man City, Saturday 20 August 1994, 15:00
Chelsea, 2, 0, Norwich, Saturday 20 August 1994, 15:00
Coventry, 1, 1, Wimbledon, Saturday 20 August 1994, 15:00
Crystal Palace, 1, 6, Liverpool, Saturday 20 August 1994, 15:00
Everton, 2, 2, Aston Villa, Saturday 20 August 1994, 15:00
Ipswich, 0, 1, Nott'm Forest, Saturday 20 August 1994, 15:00
Man Utd, 2, 0, QPR, Saturday 20 August 1994, 15:00
Sheffield Wed, 3, 4, Spurs, Saturday 20 August 1994, 15:00
Southampton, 1, 1, Blackburn, Saturday 20 August 1994, 15:00
West Ham, 0, 0, Leeds, Saturday 20 August 1994, 15:00
