home, homescore, awayscore, away, date, time
Sheffield Wed, 0, 3, Man City, Saturday 5 September 1992, 15:00
Spurs, 2, 1, Everton, Saturday 5 September 1992, 15:00
Wimbledon, 3, 2, Arsenal, Saturday 5 September 1992, 15:00
Man Utd, 1, 0, Crystal Palace, Wednesday 2 September 1992, 20:00
Aston Villa, 1, 3, Chelsea, Wednesday 2 September 1992, 19:45
QPR, 0, 0, Arsenal, Wednesday 2 September 1992, 19:45
Sheffield Wed, 1, 2, Coventry, Wednesday 2 September 1992, 19:45
Spurs, 2, 0, Sheffield Utd, Wednesday 2 September 1992, 19:45
Wimbledon, 0, 1, Man City, Tuesday 1 September 1992, 20:00
Liverpool, 1, 1, Southampton, Tuesday 1 September 1992, 19:30
Middlesbrough, 2, 2, Ipswich, Tuesday 1 September 1992, 19:30
Oldham, 2, 2, Leeds, Tuesday 1 September 1992, 19:30
Norwich, 3, 1, Nott'm Forest, Monday 31 August 1992, 19:45
Ipswich, 1, 1, Spurs, Sunday 30 August 1992, 16:00
Arsenal, 2, 1, Sheffield Wed, Saturday 29 August 1992, 15:00
Chelsea, 1, 0, QPR, Saturday 29 August 1992, 15:00
Coventry, 0, 2, Blackburn, Saturday 29 August 1992, 15:00
Crystal Palace, 1, 2, Norwich, Saturday 29 August 1992, 15:00
Everton, 0, 0, Wimbledon, Saturday 29 August 1992, 15:00
Leeds, 2, 2, Liverpool, Saturday 29 August 1992, 15:00
Man City, 3, 3, Oldham, Saturday 29 August 1992, 15:00
Nott'm Forest, 0, 2, Man Utd, Saturday 29 August 1992, 15:00
Sheffield Utd, 0, 2, Aston Villa, Saturday 29 August 1992, 15:00
Southampton, 2, 1, Middlesbrough, Saturday 29 August 1992, 15:00
Arsenal, 2, 0, Oldham, Wednesday 26 August 1992, 19:45
Coventry, 0, 1, QPR, Wednesday 26 August 1992, 19:45
Man City, 3, 1, Norwich, Wednesday 26 August 1992, 19:45
Chelsea, 0, 0, Blackburn, Wednesday 26 August 1992, 19:30
Crystal Palace, 1, 1, Sheffield Wed, Tuesday 25 August 1992, 20:00
Ipswich, 2, 2, Liverpool, Tuesday 25 August 1992, 19:45
Sheffield Utd, 2, 2, Wimbledon, Tuesday 25 August 1992, 19:45
Everton, 1, 0, Aston Villa, Tuesday 25 August 1992, 19:30
Leeds, 5, 0, Spurs, Tuesday 25 August 1992, 19:30
Southampton, 0, 1, Man Utd, Monday 24 August 1992, 19:30
Liverpool, 0, 2, Arsenal, Sunday 23 August 1992, 16:00
Aston Villa, 1, 1, Southampton, Saturday 22 August 1992, 15:00
Blackburn, 1, 0, Man City, Saturday 22 August 1992, 15:00
Man Utd, 1, 1, Ipswich, Saturday 22 August 1992, 15:00
Middlesbrough, 4, 1, Leeds, Saturday 22 August 1992, 15:00
Norwich, 1, 1, Everton, Saturday 22 August 1992, 15:00
Oldham, 5, 3, Nott'm Forest, Saturday 22 August 1992, 15:00
QPR, 3, 2, Sheffield Utd, Saturday 22 August 1992, 15:00
Sheffield Wed, 3, 3, Chelsea, Saturday 22 August 1992, 15:00
Spurs, 2, 2, Crystal Palace, Saturday 22 August 1992, 15:00
Wimbledon, 1, 2, Coventry, Saturday 22 August 1992, 15:00
Man Utd, 0, 3, Everton, Wednesday 19 August 1992, 20:00
Aston Villa, 1, 1, Leeds, Wednesday 19 August 1992, 19:45
Middlesbrough, 2, 0, Man City, Wednesday 19 August 1992, 19:45
Norwich, 2, 1, Chelsea, Wednesday 19 August 1992, 19:45
QPR, 3, 1, Southampton, Wednesday 19 August 1992, 19:45
Sheffield Wed, 2, 0, Nott'm Forest, Wednesday 19 August 1992, 19:45
Spurs, 0, 2, Coventry, Wednesday 19 August 1992, 19:45
Liverpool, 2, 1, Sheffield Utd, Wednesday 19 August 1992, 19:30
Oldham, 1, 1, Crystal Palace, Wednesday 19 August 1992, 19:30
Wimbledon, 0, 1, Ipswich, Tuesday 18 August 1992, 20:00
Blackburn, 1, 0, Arsenal, Tuesday 18 August 1992, 19:45
Man City, 1, 1, QPR, Monday 17 August 1992, 19:45
Nott'm Forest, 1, 0, Liverpool, Sunday 16 August 1992, 16:00
Arsenal, 2, 4, Norwich, Saturday 15 August 1992, 15:00
Chelsea, 1, 1, Oldham, Saturday 15 August 1992, 15:00
Coventry, 2, 1, Middlesbrough, Saturday 15 August 1992, 15:00
Crystal Palace, 3, 3, Blackburn, Saturday 15 August 1992, 15:00
Everton, 1, 1, Sheffield Wed, Saturday 15 August 1992, 15:00
Ipswich, 1, 1, Aston Villa, Saturday 15 August 1992, 15:00
Leeds, 2, 1, Wimbledon, Saturday 15 August 1992, 15:00
Sheffield Utd, 2, 1, Man Utd, Saturday 15 August 1992, 15:00
Southampton, 0, 0, Spurs, Saturday 15 August 1992, 15:00
