home,homescore,awayscore,away,date,location
Ajax Amsterdam,2,0,RKC Waalwijk,"Saturday, September 15, 2012","Amsterdam ArenA (51,068)"
Heerenveen,1,3,ADO Den Haag,"Saturday, September 15, 2012","Abe Lenstra Stadion (22,500)"
VVV Venlo,2,2,NEC Nijmegen,"Saturday, September 15, 2012","Seacon Stadion (6,500)"
Willem II Tilburg,2,6,Twente Enschede,"Saturday, September 15, 2012","Willem II Stadion (10,000)"
Feyenoord Rotterdam,2,0,PEC Zwolle,"Saturday, September 15, 2012","De Kuip Stadion  (45,000)"
Vitesse Arnhem,1,0,Feyenoord Rotterdam,"Sunday, September 2, 2012","Gelredome (18,000)"
PSV Eindhoven,5,1,AZ Alkmaar,"Sunday, September 2, 2012","Philips Stadion (33,000)"
Twente Enschede,1,0,VVV Venlo,"Sunday, September 2, 2012","De Grolsch Veste (29,000)"
Heerenveen,2,2,Ajax Amsterdam,"Sunday, September 2, 2012","Abe Lenstra Stadion (26,100)"
Roda JC Kerkrade,3,0,Willem II Tilburg,"Saturday, September 1, 2012","Parkstad Limburg Stadion (12,365)"
PEC Zwolle,0,4,NEC Nijmegen,"Saturday, September 1, 2012","FC Zwolle Stadion (9,678)"
RKC Waalwijk,1,1,SC Heracles Almelo,"Saturday, September 1, 2012","Mandemakers Stadion (6,000)"
NAC Breda,1,1,FC Utrecht,"Saturday, September 1, 2012","Rat Verlegh Stadion (16,200)"
ADO Den Haag,0,1,FC Groningen,"Friday, August 31, 2012","Kyocera Stadion (11,000)"
AZ Alkmaar,0,0,Heerenveen,"Sunday, August 26, 2012","AFAS Stadion (15,895)"
NEC Nijmegen,1,3,Twente Enschede,"Sunday, August 26, 2012","De Goffert (12,500)"
SC Heracles Almelo,1,2,Feyenoord Rotterdam,"Sunday, August 26, 2012","Polman Stadion (8,500)"
Willem II Tilburg,0,2,Vitesse Arnhem,"Sunday, August 26, 2012","Willem II Stadion (9,500)"
FC Groningen,1,3,PSV Eindhoven,"Sunday, August 26, 2012","Euroborg (21,000)"
FC Utrecht,1,1,PEC Zwolle,"Saturday, August 25, 2012","Galgenwaard "
VVV Venlo,2,4,ADO Den Haag,"Saturday, August 25, 2012","Seacon Stadion (7,000)"
Ajax Amsterdam,5,0,NAC Breda,"Saturday, August 25, 2012","Amsterdam ArenA "
RKC Waalwijk,1,0,Roda JC Kerkrade,"Friday, August 24, 2012","Mandemakers Stadion "
FC Groningen,1,1,Willem II Tilburg,"Sunday, August 19, 2012","Euroborg (22,000)"
ADO Den Haag,2,2,RKC Waalwijk,"Sunday, August 19, 2012","Kyocera Stadion (11,000)"
AZ Alkmaar,3,1,SC Heracles Almelo,"Sunday, August 19, 2012","AFAS Stadion (15,495)"
NEC Nijmegen,1,6,Ajax Amsterdam,"Sunday, August 19, 2012","De Goffert (12,000)"
PSV Eindhoven,5,0,Roda JC Kerkrade,"Saturday, August 18, 2012","Philips Stadion "
NAC Breda,0,1,Twente Enschede,"Saturday, August 18, 2012","Rat Verlegh Stadion (15,500)"
PEC Zwolle,0,1,Vitesse Arnhem,"Saturday, August 18, 2012","FC Zwolle Stadion (9,820)"
VVV Venlo,1,3,FC Utrecht,"Saturday, August 18, 2012","Seacon Stadion (6,500)"
Feyenoord Rotterdam,1,1,Heerenveen,"Saturday, August 18, 2012","De Kuip Stadion  (44,000)"
FC Utrecht,0,1,Feyenoord Rotterdam,"Sunday, August 12, 2012","Galgenwaard (19,000)"
Heerenveen,0,2,NEC Nijmegen,"Sunday, August 12, 2012","Abe Lenstra Stadion (25,000)"
Twente Enschede,4,1,FC Groningen,"Sunday, August 12, 2012","De Grolsch Veste (27,000)"
Vitesse Arnhem,2,2,ADO Den Haag,"Sunday, August 12, 2012","Gelredome (16,499)"
Ajax Amsterdam,2,2,AZ Alkmaar,"Sunday, August 12, 2012","Amsterdam ArenA "
RKC Waalwijk,3,2,PSV Eindhoven,"Saturday, August 11, 2012","Mandemakers Stadion "
Roda JC Kerkrade,1,1,PEC Zwolle,"Saturday, August 11, 2012","Parkstad Limburg Stadion "
SC Heracles Almelo,1,1,VVV Venlo,"Saturday, August 11, 2012","Polman Stadion "
Willem II Tilburg,1,1,NAC Breda,"Friday, August 10, 2012","Willem II Stadion "
