home,homescore,awayscore,away,date,location
Ross County,3,0,Dundee United,"Saturday, January 18, 2014","Victoria Park (3,609)"
St Johnstone,3,3,Heart of Midlothian,"Saturday, January 18, 2014","McDiarmid Park (3,395)"
Inverness Caledonian Thistle,1,0,Dundee United,"Sunday, January 12, 2014","Tulloch Caledonian Stadium (2,980)"
Heart of Midlothian,0,1,Motherwell,"Saturday, January 11, 2014","Tynecastle Stadium (12,888)"
Partick Thistle,3,3,Ross County,"Saturday, January 11, 2014","Firhill Stadium (3,539)"
St Johnstone,2,0,St Mirren,"Saturday, January 11, 2014","McDiarmid Park (2,329)"
Aberdeen,1,0,Hibernian,"Friday, January 10, 2014","Pittodrie Stadium (12,734)"
St Mirren,0,4,Celtic,"Sunday, January 5, 2014","St Mirren Park (5,778)"
Dundee United,2,2,Hibernian,"Sunday, January 5, 2014","Tannadice Park (7,862)"
Heart of Midlothian,0,2,Partick Thistle,"Sunday, January 5, 2014","Tynecastle Stadium (13,763)"
Kilmarnock,0,1,Aberdeen,"Sunday, January 5, 2014","Rugby Park (4,073)"
Ross County,1,0,St Johnstone,"Saturday, January 4, 2014","Victoria Park (3,305)"
Kilmarnock,2,1,St Mirren,"Thursday, January 2, 2014","Rugby Park (5,410)"
Hibernian,2,1,Heart of Midlothian,"Thursday, January 2, 2014","Easter Road Stadium (20,106)"
Celtic,1,0,Partick Thistle,"Wednesday, January 1, 2014","Celtic Park (52,670)"
Dundee United,1,2,Aberdeen,"Wednesday, January 1, 2014","Tannadice Park (12,601)"
Inverness Caledonian Thistle,1,2,Ross County,"Wednesday, January 1, 2014","Tulloch Caledonian Stadium (4,332)"
Motherwell,4,0,St Johnstone,"Wednesday, January 1, 2014","Fir Park Stadium (3,763)"
Inverness Caledonian Thistle,0,1,Celtic,"Sunday, December 29, 2013","Tulloch Caledonian Stadium (6,384)"
St Johnstone,3,0,Dundee United,"Sunday, December 29, 2013","McDiarmid Park (7,231)"
Aberdeen,1,0,Ross County,"Sunday, December 29, 2013","Pittodrie Stadium (11,602)"
Hibernian,3,0,Kilmarnock,"Sunday, December 29, 2013","Easter Road Stadium (9,683)"
Partick Thistle,1,5,Motherwell,"Sunday, December 29, 2013","Firhill Stadium (4,588)"
St Mirren,1,1,Heart of Midlothian,"Sunday, December 29, 2013","St Mirren Park (4,568)"
Aberdeen,0,1,Motherwell,"Thursday, December 26, 2013","Pittodrie Stadium (12,494)"
Heart of Midlothian,0,4,Kilmarnock,"Thursday, December 26, 2013","Tynecastle Stadium (13,684)"
Partick Thistle,0,0,Inverness Caledonian Thistle,"Thursday, December 26, 2013","Firhill Stadium (2,887)"
Ross County,0,2,Hibernian,"Thursday, December 26, 2013","Victoria Park (3,383)"
St Johnstone,0,1,Celtic,"Thursday, December 26, 2013","McDiarmid Park (7,034)"
St Mirren,4,1,Dundee United,"Thursday, December 26, 2013","St Mirren Park (4,780)"
Celtic,2,0,Heart of Midlothian,"Saturday, December 21, 2013","Celtic Park (46,058)"
Dundee United,1,0,Ross County,"Saturday, December 21, 2013","Tannadice Park (8,029)"
Hibernian,0,0,St Johnstone,"Saturday, December 21, 2013","Easter Road Stadium (8,776)"
Kilmarnock,1,0,Partick Thistle,"Saturday, December 21, 2013","Rugby Park (3,865)"
Motherwell,3,0,St Mirren,"Saturday, December 21, 2013","Fir Park Stadium (3,867)"
Inverness Caledonian Thistle,3,4,Aberdeen,"Saturday, December 21, 2013","Tulloch Caledonian Stadium (4,810)"
Aberdeen,2,0,St Mirren,"Saturday, December 14, 2013","Pittodrie Stadium (9,332)"
Celtic,1,0,Hibernian,"Saturday, December 14, 2013","Celtic Park (46,065)"
Heart of Midlothian,0,2,Inverness Caledonian Thistle,"Saturday, December 14, 2013","Tynecastle Stadium (11,950)"
Kilmarnock,1,4,Dundee United,"Saturday, December 14, 2013","Rugby Park (3,452)"
Ross County,1,2,Motherwell,"Saturday, December 14, 2013","Victoria Park (2,792)"
Dundee United,4,1,Heart of Midlothian,"Saturday, December 7, 2013","Tannadice Park (7,808)"
Hibernian,1,1,Partick Thistle,"Saturday, December 7, 2013","Easter Road Stadium (10,431)"
Ross County,1,2,Kilmarnock,"Saturday, December 7, 2013","Victoria Park (2,937)"
St Johnstone,0,2,Aberdeen,"Saturday, December 7, 2013","McDiarmid Park (4,741)"
St Mirren,0,0,Inverness Caledonian Thistle,"Saturday, December 7, 2013","St Mirren Park (3,305)"
Motherwell,0,5,Celtic,"Friday, December 6, 2013","Fir Park Stadium (9,117)"
St Mirren,0,0,Hibernian,"Saturday, November 23, 2013","St Mirren Park (4,451)"
Celtic,2,1,Aberdeen,"Saturday, November 23, 2013","Celtic Park (49,683)"
Dundee United,4,1,Partick Thistle,"Saturday, November 23, 2013","Tannadice Park (6,700)"
Heart of Midlothian,2,2,Ross County,"Saturday, November 23, 2013","Tynecastle Stadium (12,508)"
Inverness Caledonian Thistle,1,0,St Johnstone,"Saturday, November 23, 2013","Tulloch Caledonian Stadium (3,255)"
Kilmarnock,0,2,Motherwell,"Saturday, November 23, 2013","Rugby Park (3,704)"
St Mirren,2,1,Ross County,"Sunday, November 17, 2013","St Mirren Park (4,205)"
Ross County,1,4,Celtic,"Saturday, November 9, 2013","Victoria Park (5,982)"
Aberdeen,1,3,Heart of Midlothian,"Saturday, November 9, 2013","Pittodrie Stadium (13,940)"
Hibernian,0,2,Inverness Caledonian Thistle,"Saturday, November 9, 2013","Easter Road Stadium (8,750)"
Motherwell,0,4,Dundee United,"Saturday, November 9, 2013","Fir Park Stadium (5,103)"
Partick Thistle,0,3,St Mirren,"Saturday, November 9, 2013","Firhill Stadium (4,906)"
St Johnstone,3,1,Kilmarnock,"Saturday, November 9, 2013","McDiarmid Park (2,855)"
Aberdeen,4,0,Partick Thistle,"Monday, November 4, 2013","Pittodrie Stadium (10,057)"
Motherwell,1,0,Hibernian,"Sunday, November 3, 2013","Fir Park Stadium (3,864)"
Celtic,1,1,Dundee United,"Saturday, November 2, 2013","Celtic Park (47,386)"
Heart of Midlothian,0,2,St Johnstone,"Saturday, November 2, 2013","Tynecastle Stadium (13,175)"
Inverness Caledonian Thistle,2,1,Kilmarnock,"Saturday, November 2, 2013","Tulloch Caledonian Stadium (2,948)"
Partick Thistle,1,2,Celtic,"Sunday, October 27, 2013","Firhill Stadium (7,978)"
St Johnstone,2,0,Motherwell,"Sunday, October 27, 2013","McDiarmid Park (2,449)"
Dundee United,4,0,St Mirren,"Saturday, October 26, 2013","Tannadice Park (6,331)"
Hibernian,0,2,Aberdeen,"Saturday, October 26, 2013","Easter Road Stadium (12,810)"
Kilmarnock,2,0,Heart of Midlothian,"Saturday, October 26, 2013","Rugby Park (5,090)"
Inverness Caledonian Thistle,1,2,Partick Thistle,"Sunday, October 20, 2013","Tulloch Caledonian Stadium (3,154)"
Hibernian,1,1,Celtic,"Saturday, October 19, 2013","Easter Road Stadium (14,220)"
Aberdeen,1,0,Dundee United,"Saturday, October 19, 2013","Pittodrie Stadium (12,654)"
Kilmarnock,2,0,Ross County,"Saturday, October 19, 2013","Rugby Park (3,582)"
Motherwell,2,1,Heart of Midlothian,"Saturday, October 19, 2013","Fir Park Stadium (5,350)"
St Mirren,4,3,St Johnstone,"Saturday, October 19, 2013","St Mirren Park (3,739)"
Partick Thistle,0,1,Hibernian,"Monday, October 7, 2013","Firhill Stadium (4,521)"
Celtic,2,0,Motherwell,"Saturday, October 5, 2013","Celtic Park (46,608)"
Dundee United,1,0,Kilmarnock,"Saturday, October 5, 2013","Tannadice Park (5,850)"
Heart of Midlothian,0,2,St Mirren,"Saturday, October 5, 2013","Tynecastle Stadium (14,769)"
Ross County,1,0,Aberdeen,"Saturday, October 5, 2013","Victoria Park (5,290)"
St Johnstone,4,0,Inverness Caledonian Thistle,"Saturday, October 5, 2013","McDiarmid Park (3,020)"
St Mirren,1,1,Aberdeen,"Monday, September 30, 2013","St Mirren Park (4,051)"
Kilmarnock,2,5,Celtic,"Saturday, September 28, 2013","Rugby Park (6,149)"
Heart of Midlothian,0,0,Dundee United,"Saturday, September 28, 2013","Tynecastle Stadium (13,970)"
Inverness Caledonian Thistle,3,0,Hibernian,"Saturday, September 28, 2013","Tulloch Caledonian Stadium (4,261)"
Motherwell,3,1,Ross County,"Saturday, September 28, 2013","Fir Park Stadium (4,263)"
St Johnstone,1,1,Partick Thistle,"Saturday, September 28, 2013","McDiarmid Park (3,248)"
Dundee United,2,2,Motherwell,"Sunday, September 22, 2013","Tannadice Park (5,808)"
Aberdeen,1,0,Inverness Caledonian Thistle,"Saturday, September 21, 2013","Pittodrie Stadium (11,251)"
Celtic,2,1,St Johnstone,"Saturday, September 21, 2013","Celtic Park (45,220)"
Hibernian,2,0,St Mirren,"Saturday, September 21, 2013","Easter Road Stadium (9,417)"
Partick Thistle,1,1,Kilmarnock,"Saturday, September 21, 2013","Firhill Stadium (4,310)"
Ross County,2,1,Heart of Midlothian,"Saturday, September 21, 2013","Victoria Park (4,059)"
Ross County,2,4,Dundee United,"Sunday, September 15, 2013","Victoria Park (3,005)"
Heart of Midlothian,1,3,Celtic,"Saturday, September 14, 2013","Tynecastle Stadium (15,928)"
Kilmarnock,1,2,Inverness Caledonian Thistle,"Saturday, September 14, 2013","Rugby Park (3,063)"
Partick Thistle,0,3,Aberdeen,"Saturday, September 14, 2013","Firhill Stadium (6,193)"
St Johnstone,1,2,Hibernian,"Saturday, September 14, 2013","McDiarmid Park (4,095)"
St Mirren,0,1,Motherwell,"Saturday, September 14, 2013","St Mirren Park (4,012)"
Dundee United,0,1,Celtic,"Saturday, August 31, 2013","Tannadice Park (10,586)"
Aberdeen,0,0,St Johnstone,"Saturday, August 31, 2013","Pittodrie Stadium (9,478)"
Hibernian,0,0,Ross County,"Saturday, August 31, 2013","Easter Road Stadium (9,569)"
Inverness Caledonian Thistle,2,0,Heart of Midlothian,"Saturday, August 31, 2013","Tulloch Caledonian Stadium (4,034)"
St Mirren,1,2,Partick Thistle,"Saturday, August 31, 2013","St Mirren Park (5,601)"
Motherwell,2,1,Kilmarnock,"Saturday, August 31, 2013","Fir Park Stadium (4,353)"
Celtic,2,2,Inverness Caledonian Thistle,"Saturday, August 24, 2013","Celtic Park (45,160)"
Dundee United,4,0,St Johnstone,"Saturday, August 24, 2013","Tannadice Park (6,992)"
Heart of Midlothian,2,1,Aberdeen,"Saturday, August 24, 2013","Tynecastle Stadium (15,218)"
Kilmarnock,1,2,Hibernian,"Saturday, August 24, 2013","Rugby Park (3,807)"
Motherwell,1,0,Partick Thistle,"Saturday, August 24, 2013","Fir Park Stadium (5,527)"
Ross County,3,0,St Mirren,"Saturday, August 24, 2013","Victoria Park (3,142)"
Aberdeen,0,2,Celtic,"Saturday, August 17, 2013","Pittodrie Stadium (20,017)"
Hibernian,1,1,Dundee United,"Saturday, August 17, 2013","Easter Road Stadium (9,171)"
Inverness Caledonian Thistle,2,0,Motherwell,"Saturday, August 17, 2013","Tulloch Caledonian Stadium (3,031)"
St Johnstone,4,0,Ross County,"Saturday, August 17, 2013","McDiarmid Park (2,833)"
St Mirren,1,1,Kilmarnock,"Saturday, August 17, 2013","St Mirren Park (4,625)"
Partick Thistle,1,1,Heart of Midlothian,"Friday, August 16, 2013","Firhill Stadium (6,540)"
Heart of Midlothian,1,0,Hibernian,"Sunday, August 11, 2013","Tynecastle Stadium (16,621)"
Kilmarnock,0,0,St Johnstone,"Sunday, August 11, 2013","Rugby Park (3,550)"
Motherwell,1,3,Aberdeen,"Sunday, August 11, 2013","Fir Park Stadium (6,242)"
Dundee United,0,1,Inverness Caledonian Thistle,"Saturday, August 10, 2013","Tannadice Park (6,664)"
Ross County,1,3,Partick Thistle,"Saturday, August 10, 2013","Victoria Park (3,331)"
Hibernian,0,1,Motherwell,"Sunday, August 4, 2013","Easter Road Stadium (9,237)"
St Johnstone,1,0,Heart of Midlothian,"Sunday, August 4, 2013","McDiarmid Park (6,174)"
Aberdeen,2,1,Kilmarnock,"Saturday, August 3, 2013","Pittodrie Stadium "
Inverness Caledonian Thistle,3,0,St Mirren,"Saturday, August 3, 2013","Tulloch Caledonian Stadium (3,215)"
Celtic,2,1,Ross County,"Saturday, August 3, 2013","Celtic Park (45,705)"
Partick Thistle,0,0,Dundee United,"Friday, August 2, 2013","Firhill Stadium (7,822)"
