home,homescore,awayscore,away,date,location
Ajax Amsterdam,1,0,FC Groningen,"Saturday, October 18, 2008","Amsterdam ArenA (49,000)"
ADO Den Haag,2,0,FC Volendam,"Friday, October 17, 2008","Het Zuiderpark (12,000)"
FC Groningen,3,0,ADO Den Haag,"Sunday, October 5, 2008","Euroborg Stadion (21,464)"
FC Utrecht,3,0,Twente Enschede,"Sunday, October 5, 2008","Nieuw Galgewaard (19,000)"
FC Volendam,2,4,NAC Breda,"Sunday, October 5, 2008","Kras Stadion (4,988)"
Feyenoord Rotterdam,0,2,NEC Nijmegen,"Sunday, October 5, 2008","De Kuip Stadion  (44,000)"
Heerenveen,5,2,Ajax Amsterdam,"Sunday, October 5, 2008","Abe Lenstra Stadion (26,100)"
Vitesse Arnhem,2,2,Willem II Tilburg,"Saturday, October 4, 2008","Gelredome (15,000)"
PSV Eindhoven,3,0,De Graafschap,"Saturday, October 4, 2008","Philips Stadion (33,000)"
SC Heracles Almelo,2,0,Roda JC Kerkrade,"Saturday, October 4, 2008","Polman Stadion (8,500)"
AZ Alkmaar,6,0,Sparta Rotterdam,"Friday, October 3, 2008","Almaarderhout (16,215)"
ADO Den Haag,0,0,FC Utrecht,"Sunday, September 28, 2008","Het Zuiderpark (8,300)"
Ajax Amsterdam,3,0,Vitesse Arnhem,"Sunday, September 28, 2008","Amsterdam ArenA "
FC Groningen,3,1,Feyenoord Rotterdam,"Sunday, September 28, 2008","Euroborg Stadion (22,239)"
NEC Nijmegen,1,1,SC Heracles Almelo,"Sunday, September 28, 2008","De Goffert (12,250)"
Sparta Rotterdam,2,2,Roda JC Kerkrade,"Sunday, September 28, 2008","Sparta-Stadion, Het Kasteel (9,503)"
NAC Breda,4,2,Heerenveen,"Saturday, September 27, 2008","Rat Verlegh Stadion (16,700)"
PSV Eindhoven,1,0,FC Volendam,"Saturday, September 27, 2008","Philips Stadion (35,000)"
Twente Enschede,3,0,De Graafschap,"Saturday, September 27, 2008","Arke Stadion (33,200)"
Willem II Tilburg,2,5,AZ Alkmaar,"Saturday, September 27, 2008","Willem II Stadion (13,000)"
De Graafschap,2,0,ADO Den Haag,"Sunday, September 21, 2008","De Vijverberg (12,000)"
Feyenoord Rotterdam,2,2,Ajax Amsterdam,"Sunday, September 21, 2008","De Kuip Stadion  (43,000)"
FC Volendam,1,2,Twente Enschede,"Sunday, September 21, 2008","Kras Stadion (5,045)"
Heerenveen,2,1,NEC Nijmegen,"Sunday, September 21, 2008","Abe Lenstra Stadion (24,000)"
Roda JC Kerkrade,0,3,NAC Breda,"Sunday, September 21, 2008","Parkstad Limburg Stadion (14,194)"
Vitesse Arnhem,1,1,Sparta Rotterdam,"Saturday, September 20, 2008","Gelredome (16,300)"
SC Heracles Almelo,1,1,FC Groningen,"Saturday, September 20, 2008","Polman Stadion (8,350)"
AZ Alkmaar,1,0,PSV Eindhoven,"Saturday, September 20, 2008","Almaarderhout (16,258)"
FC Utrecht,1,0,Willem II Tilburg,"Friday, September 19, 2008","Nieuw Galgewaard (18,300)"
De Graafschap,1,0,Vitesse Arnhem,"Sunday, September 14, 2008","De Vijverberg (12,000)"
Ajax Amsterdam,1,0,Roda JC Kerkrade,"Sunday, September 14, 2008","Amsterdam ArenA "
FC Groningen,2,0,FC Utrecht,"Sunday, September 14, 2008","Euroborg Stadion "
NAC Breda,1,3,Willem II Tilburg,"Sunday, September 14, 2008","Rat Verlegh Stadion (16,350)"
PSV Eindhoven,1,0,Sparta Rotterdam,"Saturday, September 13, 2008","Philips Stadion (35,000)"
ADO Den Haag,3,0,AZ Alkmaar,"Saturday, September 13, 2008","Het Zuiderpark (7,833)"
Twente Enschede,1,1,NEC Nijmegen,"Saturday, September 13, 2008","Arke Stadion (22,550)"
Feyenoord Rotterdam,5,0,FC Volendam,"Saturday, September 13, 2008","De Kuip Stadion  (46,000)"
Heerenveen,2,2,SC Heracles Almelo,"Friday, September 12, 2008","Abe Lenstra Stadion (24,000)"
FC Volendam,2,3,Heerenveen,"Sunday, August 31, 2008","Kras Stadion (5,201)"
SC Heracles Almelo,3,1,Feyenoord Rotterdam,"Sunday, August 31, 2008","Polman Stadion (8,500)"
Sparta Rotterdam,2,5,ADO Den Haag,"Sunday, August 31, 2008","Sparta-Stadion, Het Kasteel (9,161)"
AZ Alkmaar,1,2,NAC Breda,"Sunday, August 31, 2008","Almaarderhout (15,732)"
FC Utrecht,1,5,PSV Eindhoven,"Saturday, August 30, 2008","Nieuw Galgewaard (20,000)"
Willem II Tilburg,2,1,Ajax Amsterdam,"Saturday, August 30, 2008","Willem II Stadion (14,700)"
Roda JC Kerkrade,1,1,Twente Enschede,"Saturday, August 30, 2008","Parkstad Limburg Stadion (12,535)"
NEC Nijmegen,2,0,De Graafschap,"Saturday, August 30, 2008","De Goffert (12,000)"
Vitesse Arnhem,0,4,FC Groningen,"Friday, August 29, 2008","Gelredome (14,000)"
