home,homescore,awayscore,away,date,location
FC Groningen,0,2,PSV Eindhoven,"Sunday, August 30, 2009","Euroborg Stadion (21,955)"
Feyenoord Rotterdam,1,1,Twente Enschede,"Sunday, August 30, 2009","De Kuip Stadion  (45,000)"
NAC Breda,2,0,Heerenveen,"Sunday, August 30, 2009","Rat Verlegh Stadion (16,500)"
SC Heracles Almelo,0,3,Ajax Amsterdam,"Sunday, August 30, 2009","Polman Stadion (8,300)"
NEC Nijmegen,1,1,VVV Venlo,"Saturday, August 29, 2009","De Goffert (12,500)"
AZ Alkmaar,2,1,Willem II Tilburg,"Saturday, August 29, 2009","Almaarderhout (16,000)"
FC Utrecht,2,0,Sparta Rotterdam,"Saturday, August 29, 2009","Nieuw Galgewaard (19,500)"
RKC Waalwijk,0,2,ADO Den Haag,"Friday, August 28, 2009","Mandemakers Stadion (5,500)"
Roda JC Kerkrade,3,4,Vitesse Arnhem,"Friday, August 28, 2009","Parkstad Limburg Stadion (12,590)"
Ajax Amsterdam,0,0,Sparta Rotterdam,"Sunday, August 23, 2009","Amsterdam ArenA (49,000)"
Heerenveen,0,2,AZ Alkmaar,"Sunday, August 23, 2009","Abe Lenstra Stadion (25,600)"
PSV Eindhoven,3,1,NAC Breda,"Sunday, August 23, 2009","Philips Stadion (32,200)"
Twente Enschede,2,1,RKC Waalwijk,"Sunday, August 23, 2009","De Grolsch Veste (23,000)"
Feyenoord Rotterdam,4,0,Roda JC Kerkrade,"Sunday, August 23, 2009","De Kuip Stadion  (44,000)"
Vitesse Arnhem,1,3,ADO Den Haag,"Saturday, August 22, 2009","Gelredome (13,600)"
Willem II Tilburg,0,1,SC Heracles Almelo,"Saturday, August 22, 2009","Willem II Stadion (11,800)"
VVV Venlo,2,2,FC Groningen,"Saturday, August 22, 2009","De Koel (7,280)"
PSV Eindhoven,4,3,Ajax Amsterdam,"Sunday, August 16, 2009","Philips Stadion (36,200)"
FC Utrecht,2,2,VVV Venlo,"Sunday, August 16, 2009","Nieuw Galgewaard (19,000)"
Roda JC Kerkrade,1,0,NEC Nijmegen,"Sunday, August 16, 2009","Parkstad Limburg Stadion (13,000)"
SC Heracles Almelo,0,1,Feyenoord Rotterdam,"Sunday, August 16, 2009","Polman Stadion (8,400)"
FC Groningen,1,2,NAC Breda,"Sunday, August 16, 2009","Euroborg Stadion (21,271)"
Sparta Rotterdam,2,1,Willem II Tilburg,"Saturday, August 15, 2009","Sparta-Stadion, Het Kasteel (9,354)"
ADO Den Haag,0,1,Twente Enschede,"Saturday, August 15, 2009","Het Zuiderpark (8,819)"
RKC Waalwijk,0,6,AZ Alkmaar,"Saturday, August 15, 2009","Mandemakers Stadion (6,200)"
Heerenveen,1,0,Vitesse Arnhem,"Saturday, August 15, 2009","Abe Lenstra Stadion (26,500)"
NAC Breda,0,0,SC Heracles Almelo,"Sunday, August 9, 2009","Rat Verlegh Stadion "
Vitesse Arnhem,0,0,Feyenoord Rotterdam,"Sunday, August 9, 2009","Gelredome (16,485)"
FC Utrecht,1,0,Willem II Tilburg,"Sunday, August 9, 2009","Nieuw Galgewaard (18,200)"
Twente Enschede,1,1,PSV Eindhoven,"Sunday, August 9, 2009","De Grolsch Veste (23,700)"
VVV Venlo,2,2,ADO Den Haag,"Sunday, August 9, 2009","De Koel (6,000)"
Ajax Amsterdam,4,1,RKC Waalwijk,"Saturday, August 8, 2009","Amsterdam ArenA (49,072)"
Roda JC Kerkrade,1,1,FC Groningen,"Saturday, August 8, 2009","Parkstad Limburg Stadion (12,030)"
NEC Nijmegen,4,1,Heerenveen,"Friday, August 7, 2009","De Goffert (12,150)"
AZ Alkmaar,2,0,Sparta Rotterdam,"Friday, August 7, 2009","Almaarderhout (17,000)"
ADO Den Haag,1,2,NAC Breda,"Sunday, August 2, 2009","Het Zuiderpark (8,900)"
FC Groningen,0,2,Ajax Amsterdam,"Sunday, August 2, 2009","Euroborg Stadion (22,259)"
Feyenoord Rotterdam,2,0,NEC Nijmegen,"Sunday, August 2, 2009","De Kuip Stadion  (44,000)"
PSV Eindhoven,3,3,VVV Venlo,"Sunday, August 2, 2009","Philips Stadion (34,500)"
Willem II Tilburg,3,1,Vitesse Arnhem,"Saturday, August 1, 2009","Willem II Stadion (12,900)"
SC Heracles Almelo,3,2,AZ Alkmaar,"Saturday, August 1, 2009","Polman Stadion (8,371)"
Sparta Rotterdam,0,2,Twente Enschede,"Saturday, August 1, 2009","Sparta-Stadion, Het Kasteel (10,000)"
RKC Waalwijk,0,1,FC Utrecht,"Saturday, August 1, 2009","Mandemakers Stadion (6,000)"
Heerenveen,0,0,Roda JC Kerkrade,"Friday, July 31, 2009","Abe Lenstra Stadion (25,500)"
