home,homescore,awayscore,away,date,location
Internazionale,1,0,Sassuolo,"Sunday, February 9, 2014","Stadio Giuseppe Meazza "
Fiorentina,2,0,Atalanta,"Saturday, February 8, 2014","Artemio Franchi (28,319)"
Udinese,3,0,Chievo Verona,"Saturday, February 8, 2014","Stadio Friuli (30,000)"
Napoli,3,1,AC Milan,"Saturday, February 8, 2014","San Paolo (40,000)"
Genoa,0,1,Sampdoria,"Monday, February 3, 2014","Luigi Ferraris (29,878)"
Atalanta,3,0,Napoli,"Sunday, February 2, 2014","Atleti Azzurri d'Italia (12,503)"
Catania,3,3,Livorno,"Sunday, February 2, 2014","Angelo Massimino (16,084)"
Chievo Verona,0,2,Lazio,"Sunday, February 2, 2014","Bentegodi (5,000)"
Sassuolo,1,2,Hellas Verona,"Sunday, February 2, 2014","Stadio Braglia (11,834)"
Juventus,3,1,Internazionale,"Sunday, February 2, 2014","Juventus Stadium (38,979)"
Bologna,0,2,Udinese,"Saturday, February 1, 2014","Renato Dall'Ara (15,227)"
Cagliari,1,0,Fiorentina,"Saturday, February 1, 2014","Sant'Elia (4,798)"
AC Milan,1,1,Torino,"Saturday, February 1, 2014","San Siro (35,200)"
Hellas Verona,1,3,AS Roma,"Sunday, January 26, 2014","Marcel' Antonio Bentegodi (20,000)"
Cagliari,1,2,AC Milan,"Sunday, January 26, 2014","Sant'Elia (6,000)"
Internazionale,0,0,Catania,"Sunday, January 26, 2014","Stadio Giuseppe Meazza (49,000)"
Livorno,3,1,Sassuolo,"Sunday, January 26, 2014","Stadio Armando Picchi (8,831)"
Parma,1,0,Udinese,"Sunday, January 26, 2014","Ennio Tardini (12,000)"
Sampdoria,1,1,Bologna,"Sunday, January 26, 2014","Luigi  Ferraris (20,481)"
Torino,1,0,Atalanta,"Sunday, January 26, 2014","Stadio Olimpico (17,000)"
Fiorentina,3,3,Genoa,"Sunday, January 26, 2014","Artemio Franchi (30,000)"
Napoli,1,1,Chievo Verona,"Saturday, January 25, 2014","San Paolo "
Lazio,1,1,Juventus,"Saturday, January 25, 2014","Stadio Olimpico (44,018)"
Udinese,2,3,Lazio,"Sunday, January 19, 2014","Stadio Friuli (13,000)"
Atalanta,1,0,Cagliari,"Sunday, January 19, 2014","Atleti Azzurri d'Italia (14,000)"
Bologna,2,2,Napoli,"Sunday, January 19, 2014","Renato Dall'Ara (23,398)"
Catania,0,3,Fiorentina,"Sunday, January 19, 2014","Angelo Massimino (14,000)"
Chievo Verona,1,2,Parma,"Sunday, January 19, 2014","Bentegodi "
Genoa,1,0,Internazionale,"Sunday, January 19, 2014","Luigi Ferraris "
Sassuolo,0,2,Torino,"Sunday, January 19, 2014","Stadio Braglia "
AC Milan,1,0,Hellas Verona,"Sunday, January 19, 2014","San Siro (40,000)"
AS Roma,3,0,Livorno,"Saturday, January 18, 2014","Stadio Olimpico "
Juventus,4,2,Sampdoria,"Saturday, January 18, 2014","Juventus Stadium "
Sampdoria,3,0,Udinese,"Monday, January 13, 2014","Luigi  Ferraris "
Internazionale,1,1,Chievo Verona,"Monday, January 13, 2014","Stadio Giuseppe Meazza "
Torino,0,0,Fiorentina,"Sunday, January 12, 2014","Stadio Olimpico (16,000)"
AS Roma,4,0,Genoa,"Sunday, January 12, 2014","Stadio Olimpico (40,000)"
Atalanta,2,1,Catania,"Sunday, January 12, 2014","Atleti Azzurri d'Italia (14,000)"
Cagliari,1,4,Juventus,"Sunday, January 12, 2014","Sant'Elia "
Hellas Verona,0,3,Napoli,"Sunday, January 12, 2014","Marcel' Antonio Bentegodi (20,000)"
Sassuolo,4,3,AC Milan,"Sunday, January 12, 2014","Stadio Braglia (12,000)"
Livorno,0,3,Parma,"Saturday, January 11, 2014","Stadio Armando Picchi (11,000)"
Bologna,0,0,Lazio,"Saturday, January 11, 2014","Renato Dall'Ara (22,000)"
Napoli,2,0,Sampdoria,"Monday, January 6, 2014","San Paolo (42,000)"
AC Milan,3,0,Atalanta,"Monday, January 6, 2014","San Siro (40,000)"
Catania,2,0,Bologna,"Monday, January 6, 2014","Angelo Massimino (14,000)"
Genoa,2,0,Sassuolo,"Monday, January 6, 2014","Luigi Ferraris "
Parma,3,1,Torino,"Monday, January 6, 2014","Ennio Tardini "
Udinese,1,3,Hellas Verona,"Monday, January 6, 2014","Stadio Friuli (13,000)"
Lazio,1,0,Internazionale,"Monday, January 6, 2014","Stadio Olimpico (20,000)"
Chievo Verona,0,0,Cagliari,"Sunday, January 5, 2014","Bentegodi "
Fiorentina,1,0,Livorno,"Sunday, January 5, 2014","Artemio Franchi (29,000)"
Juventus,3,0,AS Roma,"Sunday, January 5, 2014","Juventus Stadium (37,000)"
Bologna,1,0,Genoa,"Sunday, December 22, 2013","Renato Dall'Ara (20,418)"
AS Roma,4,0,Catania,"Sunday, December 22, 2013","Stadio Olimpico (40,599)"
Atalanta,1,4,Juventus,"Sunday, December 22, 2013","Atleti Azzurri d'Italia (20,140)"
Hellas Verona,4,1,Lazio,"Sunday, December 22, 2013","Marcel' Antonio Bentegodi (20,000)"
Sampdoria,1,1,Parma,"Sunday, December 22, 2013","Luigi  Ferraris (23,000)"
Sassuolo,0,1,Fiorentina,"Sunday, December 22, 2013","Stadio Braglia (12,000)"
Torino,4,1,Chievo Verona,"Sunday, December 22, 2013","Stadio Olimpico (18,513)"
Internazionale,1,0,AC Milan,"Sunday, December 22, 2013","Stadio Giuseppe Meazza "
Livorno,1,2,Udinese,"Saturday, December 21, 2013","Stadio Armando Picchi (8,748)"
Cagliari,1,1,Napoli,"Saturday, December 21, 2013","Sant'Elia (6,500)"
AC Milan,2,2,AS Roma,"Monday, December 16, 2013","San Siro "
Chievo Verona,0,1,Sampdoria,"Sunday, December 15, 2013","Bentegodi (12,000)"
Fiorentina,3,0,Bologna,"Sunday, December 15, 2013","Artemio Franchi (29,600)"
Genoa,1,1,Atalanta,"Sunday, December 15, 2013","Luigi Ferraris (19,000)"
Lazio,2,0,Livorno,"Sunday, December 15, 2013","Stadio Olimpico (31,000)"
Parma,0,0,Cagliari,"Sunday, December 15, 2013","Ennio Tardini (12,000)"
Udinese,0,2,Torino,"Sunday, December 15, 2013","Stadio Friuli (13,000)"
Juventus,4,0,Sassuolo,"Sunday, December 15, 2013","Juventus Stadium (36,862)"
Napoli,4,2,Internazionale,"Sunday, December 15, 2013","San Paolo (41,000)"
Catania,0,0,Hellas Verona,"Saturday, December 14, 2013","Angelo Massimino (14,000)"
AS Roma,2,1,Fiorentina,"Sunday, December 8, 2013","Stadio Olimpico (48,000)"
Cagliari,2,1,Genoa,"Sunday, December 8, 2013","Sant'Elia (6,500)"
Hellas Verona,2,1,Atalanta,"Sunday, December 8, 2013","Marcel' Antonio Bentegodi (20,000)"
Sampdoria,2,0,Catania,"Sunday, December 8, 2013","Luigi  Ferraris (23,000)"
Sassuolo,0,1,Chievo Verona,"Sunday, December 8, 2013","Stadio Braglia (12,000)"
Torino,1,0,Lazio,"Sunday, December 8, 2013","Stadio Olimpico (16,000)"
Internazionale,3,3,Parma,"Sunday, December 8, 2013","Stadio Giuseppe Meazza "
Livorno,2,2,AC Milan,"Saturday, December 7, 2013","Stadio Armando Picchi (11,000)"
Napoli,3,3,Udinese,"Saturday, December 7, 2013","San Paolo (42,000)"
Bologna,0,2,Juventus,"Friday, December 6, 2013","Renato Dall'Ara (21,000)"
Fiorentina,4,3,Hellas Verona,"Monday, December 2, 2013","Artemio Franchi "
Lazio,2,4,Napoli,"Monday, December 2, 2013","Stadio Olimpico "
Catania,1,3,AC Milan,"Sunday, December 1, 2013","Angelo Massimino "
Atalanta,1,1,AS Roma,"Sunday, December 1, 2013","Atleti Azzurri d'Italia (14,000)"
Cagliari,2,2,Sassuolo,"Sunday, December 1, 2013","Sant'Elia (6,500)"
Chievo Verona,3,0,Livorno,"Sunday, December 1, 2013","Bentegodi (12,000)"
Internazionale,1,1,Sampdoria,"Sunday, December 1, 2013","Stadio Giuseppe Meazza "
Juventus,1,0,Udinese,"Sunday, December 1, 2013","Juventus Stadium "
Parma,1,1,Bologna,"Saturday, November 30, 2013","Ennio Tardini (12,002)"
Genoa,1,1,Torino,"Saturday, November 30, 2013","Luigi Ferraris (19,000)"
AS Roma,0,0,Cagliari,"Monday, November 25, 2013","Stadio Olimpico (41,000)"
Livorno,0,2,Juventus,"Sunday, November 24, 2013","Stadio Armando Picchi (9,500)"
Sampdoria,1,1,Lazio,"Sunday, November 24, 2013","Luigi  Ferraris "
Sassuolo,2,0,Atalanta,"Sunday, November 24, 2013","Stadio Braglia (12,000)"
Torino,4,1,Catania,"Sunday, November 24, 2013","Stadio Olimpico (16,000)"
Udinese,1,0,Fiorentina,"Sunday, November 24, 2013","Stadio Friuli (13,000)"
Bologna,1,1,Internazionale,"Sunday, November 24, 2013","Renato Dall'Ara (20,000)"
Hellas Verona,0,1,Chievo Verona,"Saturday, November 23, 2013","Marcel' Antonio Bentegodi "
AC Milan,1,1,Genoa,"Saturday, November 23, 2013","San Siro "
Napoli,0,1,Parma,"Saturday, November 23, 2013","San Paolo "
Genoa,2,0,Hellas Verona,"Sunday, November 10, 2013","Luigi Ferraris (19,715)"
AS Roma,1,1,Sassuolo,"Sunday, November 10, 2013","Stadio Olimpico (46,052)"
Atalanta,2,1,Bologna,"Sunday, November 10, 2013","Atleti Azzurri d'Italia (14,000)"
Cagliari,2,1,Torino,"Sunday, November 10, 2013","Sant'Elia (4,500)"
Chievo Verona,0,0,AC Milan,"Sunday, November 10, 2013","Bentegodi (16,000)"
Parma,1,1,Lazio,"Sunday, November 10, 2013","Ennio Tardini (12,000)"
Fiorentina,2,1,Sampdoria,"Sunday, November 10, 2013","Artemio Franchi "
Juventus,3,0,Napoli,"Sunday, November 10, 2013","Juventus Stadium "
Catania,1,0,Udinese,"Saturday, November 9, 2013","Angelo Massimino (12,986)"
Internazionale,2,0,Livorno,"Saturday, November 9, 2013","Stadio Giuseppe Meazza "
Bologna,0,0,Chievo Verona,"Monday, November 4, 2013","Renato Dall'Ara (15,800)"
Livorno,1,0,Atalanta,"Sunday, November 3, 2013","Stadio Armando Picchi (8,673)"
Hellas Verona,2,1,Cagliari,"Sunday, November 3, 2013","Marcel' Antonio Bentegodi (18,606)"
Lazio,0,2,Genoa,"Sunday, November 3, 2013","Stadio Olimpico (31,000)"
Sampdoria,3,4,Sassuolo,"Sunday, November 3, 2013","Luigi  Ferraris (20,128)"
Udinese,0,3,Internazionale,"Sunday, November 3, 2013","Stadio Friuli "
Torino,1,1,AS Roma,"Sunday, November 3, 2013","Stadio Olimpico (16,000)"
Parma,0,1,Juventus,"Saturday, November 2, 2013","Ennio Tardini (17,740)"
AC Milan,0,2,Fiorentina,"Saturday, November 2, 2013","San Siro (44,261)"
Napoli,2,1,Catania,"Saturday, November 2, 2013","San Paolo (47,609)"
AS Roma,1,0,Chievo Verona,"Thursday, October 31, 2013","Stadio Olimpico "
AC Milan,1,1,Lazio,"Wednesday, October 30, 2013","San Siro (42,000)"
Cagliari,0,3,Bologna,"Wednesday, October 30, 2013","Sant'Elia (27,500)"
Fiorentina,1,2,Napoli,"Wednesday, October 30, 2013","Artemio Franchi (27,000)"
Genoa,1,0,Parma,"Wednesday, October 30, 2013","Luigi Ferraris (19,000)"
Hellas Verona,2,0,Sampdoria,"Wednesday, October 30, 2013","Marcel' Antonio Bentegodi (20,000)"
Juventus,4,0,Catania,"Wednesday, October 30, 2013","Juventus Stadium (38,000)"
Livorno,3,3,Torino,"Wednesday, October 30, 2013","Stadio Armando Picchi (10,000)"
Sassuolo,1,2,Udinese,"Wednesday, October 30, 2013","Stadio Braglia (13,000)"
Atalanta,1,1,Internazionale,"Tuesday, October 29, 2013","Atleti Azzurri d'Italia (14,000)"
Napoli,2,0,Torino,"Sunday, October 27, 2013","San Paolo (41,000)"
Bologna,1,0,Livorno,"Sunday, October 27, 2013","Renato Dall'Ara "
Catania,0,0,Sassuolo,"Sunday, October 27, 2013","Angelo Massimino "
Chievo Verona,1,2,Fiorentina,"Sunday, October 27, 2013","Bentegodi (11,000)"
Juventus,2,0,Genoa,"Sunday, October 27, 2013","Juventus Stadium (38,000)"
Parma,3,2,AC Milan,"Sunday, October 27, 2013","Ennio Tardini (12,000)"
Udinese,0,1,AS Roma,"Sunday, October 27, 2013","Stadio Friuli (13,000)"
Lazio,2,0,Cagliari,"Sunday, October 27, 2013","Stadio Olimpico (30,000)"
Sampdoria,1,0,Atalanta,"Saturday, October 26, 2013","Luigi  Ferraris (23,000)"
Internazionale,4,2,Hellas Verona,"Saturday, October 26, 2013","Stadio Giuseppe Meazza (49,000)"
Atalanta,2,1,Lazio,"Sunday, October 20, 2013","Atleti Azzurri d'Italia (12,127)"
Fiorentina,4,2,Juventus,"Sunday, October 20, 2013","Artemio Franchi (38,290)"
Genoa,2,1,Chievo Verona,"Sunday, October 20, 2013","Luigi Ferraris (19,000)"
Hellas Verona,3,2,Parma,"Sunday, October 20, 2013","Marcel' Antonio Bentegodi (20,000)"
Livorno,1,2,Sampdoria,"Sunday, October 20, 2013","Stadio Armando Picchi (10,000)"
Sassuolo,2,1,Bologna,"Sunday, October 20, 2013","Stadio Braglia (12,666)"
Torino,3,3,Internazionale,"Sunday, October 20, 2013","Stadio Olimpico (20,881)"
Cagliari,2,1,Catania,"Saturday, October 19, 2013","Sant'Elia (7,500)"
AC Milan,1,0,Udinese,"Saturday, October 19, 2013","San Siro (33,188)"
AS Roma,2,0,Napoli,"Friday, October 18, 2013","Stadio Olimpico "
Parma,3,1,Sassuolo,"Sunday, October 6, 2013","Ennio Tardini (10,500)"
Bologna,1,4,Hellas Verona,"Sunday, October 6, 2013","Renato Dall'Ara (16,743)"
Catania,1,1,Genoa,"Sunday, October 6, 2013","Angelo Massimino (14,000)"
Napoli,4,0,Livorno,"Sunday, October 6, 2013","San Paolo (46,503)"
Sampdoria,2,2,Torino,"Sunday, October 6, 2013","Luigi  Ferraris (20,492)"
Udinese,2,0,Cagliari,"Sunday, October 6, 2013","Stadio Friuli (13,000)"
Juventus,3,2,AC Milan,"Sunday, October 6, 2013","Juventus Stadium (38,722)"
Lazio,0,0,Fiorentina,"Sunday, October 6, 2013","Stadio Olimpico (30,562)"
Chievo Verona,0,1,Atalanta,"Saturday, October 5, 2013","Bentegodi (8,000)"
Internazionale,0,3,AS Roma,"Saturday, October 5, 2013","Stadio Giuseppe Meazza (48,000)"
Fiorentina,2,2,Parma,"Monday, September 30, 2013","Artemio Franchi (26,000)"
Torino,0,1,Juventus,"Sunday, September 29, 2013","Stadio Olimpico "
Atalanta,2,0,Udinese,"Sunday, September 29, 2013","Atleti Azzurri d'Italia (15,000)"
Cagliari,1,1,Internazionale,"Sunday, September 29, 2013","Sant'Elia (7,500)"
Catania,2,0,Chievo Verona,"Sunday, September 29, 2013","Angelo Massimino (14,000)"
Hellas Verona,2,1,Livorno,"Sunday, September 29, 2013","Marcel' Antonio Bentegodi (21,000)"
Sassuolo,2,2,Lazio,"Sunday, September 29, 2013","Stadio Braglia (15,000)"
AS Roma,5,0,Bologna,"Sunday, September 29, 2013","Stadio Olimpico (39,000)"
Genoa,0,2,Napoli,"Saturday, September 28, 2013","Luigi Ferraris "
AC Milan,1,0,Sampdoria,"Saturday, September 28, 2013","San Siro (31,575)"
Internazionale,2,1,Fiorentina,"Thursday, September 26, 2013","Stadio Giuseppe Meazza "
Bologna,3,3,AC Milan,"Wednesday, September 25, 2013","Renato Dall'Ara (20,000)"
Chievo Verona,1,2,Juventus,"Wednesday, September 25, 2013","Bentegodi (11,000)"
Lazio,3,1,Catania,"Wednesday, September 25, 2013","Stadio Olimpico (31,000)"
Livorno,1,1,Cagliari,"Wednesday, September 25, 2013","Stadio Armando Picchi (10,000)"
Napoli,1,1,Sassuolo,"Wednesday, September 25, 2013","San Paolo "
Parma,4,3,Atalanta,"Wednesday, September 25, 2013","Ennio Tardini "
Sampdoria,0,2,AS Roma,"Wednesday, September 25, 2013","Luigi  Ferraris "
Torino,2,2,Hellas Verona,"Wednesday, September 25, 2013","Stadio Olimpico "
Udinese,1,0,Genoa,"Tuesday, September 24, 2013","Stadio Friuli (14,000)"
Sassuolo,0,7,Internazionale,"Sunday, September 22, 2013","Stadio Braglia "
AS Roma,2,0,Lazio,"Sunday, September 22, 2013","Stadio Olimpico (38,000)"
Atalanta,0,2,Fiorentina,"Sunday, September 22, 2013","Atleti Azzurri d'Italia "
Bologna,1,2,Torino,"Sunday, September 22, 2013","Renato Dall'Ara "
Catania,0,0,Parma,"Sunday, September 22, 2013","Angelo Massimino "
Juventus,2,1,Hellas Verona,"Sunday, September 22, 2013","Juventus Stadium "
AC Milan,1,2,Napoli,"Sunday, September 22, 2013","San Siro (43,000)"
Cagliari,2,2,Sampdoria,"Saturday, September 21, 2013","Sant'Elia (8,000)"
Chievo Verona,2,1,Udinese,"Saturday, September 21, 2013","Bentegodi (11,000)"
Genoa,0,0,Livorno,"Saturday, September 21, 2013","Luigi Ferraris (19,000)"
Parma,1,3,AS Roma,"Monday, September 16, 2013","Ennio Tardini (12,000)"
Fiorentina,1,1,Cagliari,"Sunday, September 15, 2013","Artemio Franchi (31,690)"
Hellas Verona,2,0,Sassuolo,"Sunday, September 15, 2013","Marcel' Antonio Bentegodi (25,000)"
Lazio,3,0,Chievo Verona,"Sunday, September 15, 2013","Stadio Olimpico (31,000)"
Livorno,2,0,Catania,"Sunday, September 15, 2013","Stadio Armando Picchi (12,000)"
Udinese,1,1,Bologna,"Sunday, September 15, 2013","Stadio Friuli (14,000)"
Sampdoria,0,3,Genoa,"Sunday, September 15, 2013","Luigi  Ferraris (23,000)"
Internazionale,1,1,Juventus,"Saturday, September 14, 2013","Stadio Giuseppe Meazza (46,000)"
Napoli,2,0,Atalanta,"Saturday, September 14, 2013","San Paolo (40,000)"
Torino,2,2,AC Milan,"Saturday, September 14, 2013","Stadio Olimpico (16,000)"
AS Roma,3,0,Hellas Verona,"Sunday, September 1, 2013","Stadio Olimpico (25,000)"
AC Milan,3,1,Cagliari,"Sunday, September 1, 2013","San Siro (44,000)"
Atalanta,2,0,Torino,"Sunday, September 1, 2013","Atleti Azzurri d'Italia "
Bologna,2,2,Sampdoria,"Sunday, September 1, 2013","Renato Dall'Ara "
Catania,0,3,Internazionale,"Sunday, September 1, 2013","Angelo Massimino "
Genoa,2,5,Fiorentina,"Sunday, September 1, 2013","Luigi Ferraris (20,000)"
Sassuolo,1,4,Livorno,"Sunday, September 1, 2013","Stadio Braglia (9,929)"
Udinese,3,1,Parma,"Sunday, September 1, 2013","Stadio Friuli (15,000)"
Chievo Verona,2,4,Napoli,"Saturday, August 31, 2013","Bentegodi (11,000)"
Juventus,4,1,Lazio,"Saturday, August 31, 2013","Juventus Stadium (38,000)"
Fiorentina,2,1,Catania,"Monday, August 26, 2013","Artemio Franchi "
Internazionale,2,0,Genoa,"Sunday, August 25, 2013","Stadio Giuseppe Meazza (46,000)"
Cagliari,2,1,Atalanta,"Sunday, August 25, 2013","Sant'Elia (8,500)"
Lazio,2,1,Udinese,"Sunday, August 25, 2013","Stadio Olimpico (31,000)"
Livorno,0,2,AS Roma,"Sunday, August 25, 2013","Stadio Armando Picchi "
Napoli,3,0,Bologna,"Sunday, August 25, 2013","San Paolo "
Parma,0,0,Chievo Verona,"Sunday, August 25, 2013","Ennio Tardini "
Torino,2,0,Sassuolo,"Sunday, August 25, 2013","Stadio Olimpico "
Hellas Verona,2,1,AC Milan,"Saturday, August 24, 2013","Marcel' Antonio Bentegodi "
Sampdoria,0,1,Juventus,"Saturday, August 24, 2013","Luigi  Ferraris "
