home,homescore,awayscore,away,date,location
Celtic,1,1,Falkirk,"Saturday, January 16, 2010","Celtic Park (50,000)"
Dundee United,1,0,Hibernian,"Saturday, January 16, 2010","Tannadice Park (7,000)"
Heart of Midlothian,1,0,St Mirren,"Saturday, January 16, 2010","Tynecastle Stadium (12,821)"
Kilmarnock,0,3,Motherwell,"Saturday, January 16, 2010","Rugby Park (5,354)"
Hamilton Academical ,0,1,Dundee United,"Wednesday, January 13, 2010","New Douglas Park (2,033)"
St Mirren,1,0,Aberdeen,"Tuesday, January 12, 2010","St Mirren Park (3,867)"
Celtic,1,1,Rangers,"Sunday, January 3, 2010","Celtic Park (58,300)"
Hibernian,1,1,Heart of Midlothian,"Sunday, January 3, 2010","Easter Road Stadium (16,949)"
Dundee United,0,1,Aberdeen,"Saturday, January 2, 2010","Tannadice Park (10,032)"
St Mirren,1,0,Kilmarnock,"Saturday, January 2, 2010","St Mirren Park (4,917)"
Heart of Midlothian,1,0,Motherwell,"Wednesday, December 30, 2009","Tynecastle Stadium (14,411)"
Rangers,7,1,Dundee United,"Wednesday, December 30, 2009","Ibrox Stadium (48,721)"
Hibernian,1,4,Rangers,"Sunday, December 27, 2009","Easter Road Stadium (16,894)"
Celtic,2,0,Hamilton Academical ,"Saturday, December 26, 2009","Celtic Park (36,827)"
Dundee United,0,0,Kilmarnock,"Saturday, December 26, 2009","Tannadice Park (6,692)"
Falkirk,0,1,Heart of Midlothian,"Saturday, December 26, 2009","Falkirk Stadium (6,082)"
Motherwell,1,3,St Johnstone,"Saturday, December 26, 2009","Fir Park Stadium (4,140)"
Heart of Midlothian,2,1,Celtic,"Sunday, December 20, 2009","Tynecastle Stadium (16,223)"
Aberdeen,0,2,Hibernian,"Saturday, December 19, 2009","Pittodrie Stadium (9,096)"
Kilmarnock,1,2,Falkirk,"Saturday, December 19, 2009","Rugby Park (4,472)"
Rangers,6,1,Motherwell,"Saturday, December 19, 2009","Ibrox Stadium (44,291)"
St Johnstone,1,0,St Mirren,"Saturday, December 19, 2009","McDiarmid Park (2,993)"
Dundee United,0,3,Rangers,"Tuesday, December 15, 2009","Tannadice Park (10,037)"
Motherwell,2,3,Celtic,"Saturday, December 12, 2009","Fir Park Stadium (7,807)"
Aberdeen,1,2,Hamilton Academical ,"Saturday, December 12, 2009","Pittodrie Stadium (9,499)"
Heart of Midlothian,0,0,Dundee United,"Saturday, December 12, 2009","Tynecastle Stadium (14,873)"
Kilmarnock,1,1,Hibernian,"Saturday, December 12, 2009","Rugby Park (5,132)"
Rangers,3,0,St Johnstone,"Saturday, December 12, 2009","Ibrox Stadium (44,662)"
St Mirren,1,1,Falkirk,"Saturday, December 12, 2009","St Mirren Park (4,033)"
Hamilton Academical ,2,1,Heart of Midlothian,"Sunday, December 6, 2009","New Douglas Park (2,003)"
Falkirk,1,3,Rangers,"Saturday, December 5, 2009","Falkirk Stadium (6,903)"
Celtic,3,0,Aberdeen,"Saturday, December 5, 2009","Celtic Park (56,010)"
Dundee United,3,2,St Mirren,"Saturday, December 5, 2009","Tannadice Park (6,259)"
Hibernian,2,0,Motherwell,"Saturday, December 5, 2009","Easter Road Stadium (10,398)"
St Johnstone,0,1,Kilmarnock,"Saturday, December 5, 2009","McDiarmid Park (3,518)"
Aberdeen,1,0,Rangers,"Saturday, November 28, 2009","Pittodrie Stadium (16,153)"
Celtic,3,1,St Mirren,"Saturday, November 28, 2009","Celtic Park (41,000)"
Hibernian,2,0,Falkirk,"Saturday, November 28, 2009","Easter Road Stadium (13,305)"
Kilmarnock,1,2,Heart of Midlothian,"Saturday, November 28, 2009","Rugby Park (4,707)"
Motherwell,2,2,Dundee United,"Saturday, November 28, 2009","Fir Park Stadium (4,593)"
St Johnstone,1,1,Hamilton Academical ,"Saturday, November 28, 2009","McDiarmid Park (3,426)"
Dundee United,2,1,Celtic,"Sunday, November 22, 2009","Tannadice Park (11,098)"
Heart of Midlothian,1,2,St Johnstone,"Saturday, November 21, 2009","Tynecastle Stadium (13,416)"
Falkirk,2,0,Hamilton Academical ,"Saturday, November 21, 2009","Falkirk Stadium (5,268)"
Motherwell,1,1,Aberdeen,"Saturday, November 21, 2009","Fir Park Stadium (4,668)"
Rangers,3,0,Kilmarnock,"Saturday, November 21, 2009","Ibrox Stadium (45,358)"
St Mirren,1,1,Hibernian,"Saturday, November 21, 2009","St Mirren Park (4,681)"
Falkirk,3,3,Celtic,"Sunday, November 8, 2009","Falkirk Stadium (6,795)"
Heart of Midlothian,0,0,Hibernian,"Saturday, November 7, 2009","Tynecastle Stadium (16,762)"
Aberdeen,2,1,St Johnstone,"Saturday, November 7, 2009","Pittodrie Stadium (10,894)"
Hamilton Academical ,2,2,Motherwell,"Saturday, November 7, 2009","New Douglas Park (3,583)"
Kilmarnock,0,2,Dundee United,"Saturday, November 7, 2009","Rugby Park (4,753)"
Rangers,2,1,St Mirren,"Saturday, November 7, 2009","Ibrox Stadium (45,750)"
Celtic,3,0,Kilmarnock,"Saturday, October 31, 2009","Celtic Park (46,000)"
Hibernian,2,0,Aberdeen,"Saturday, October 31, 2009","Easter Road Stadium (13,885)"
Motherwell,1,0,Heart of Midlothian,"Saturday, October 31, 2009","Fir Park Stadium (4,830)"
St Johnstone,3,1,Falkirk,"Saturday, October 31, 2009","McDiarmid Park (4,423)"
St Mirren,0,2,Hamilton Academical ,"Saturday, October 31, 2009","St Mirren Park (4,022)"
Hamilton Academical ,1,2,Celtic,"Sunday, October 25, 2009","New Douglas Park (4,689)"
Aberdeen,0,2,Dundee United,"Saturday, October 24, 2009","Pittodrie Stadium (11,766)"
Heart of Midlothian,0,0,Falkirk,"Saturday, October 24, 2009","Tynecastle Stadium (14,127)"
Kilmarnock,2,1,St Johnstone,"Saturday, October 24, 2009","Rugby Park (4,643)"
Rangers,1,1,Hibernian,"Saturday, October 24, 2009","Ibrox Stadium (46,892)"
St Mirren,3,3,Motherwell,"Saturday, October 24, 2009","St Mirren Park (4,327)"
St Johnstone,1,2,Rangers,"Saturday, October 17, 2009","McDiarmid Park (7,807)"
Aberdeen,1,1,Heart of Midlothian,"Saturday, October 17, 2009","Pittodrie Stadium (11,629)"
Celtic,0,0,Motherwell,"Saturday, October 17, 2009","Celtic Park (58,000)"
Dundee United,1,1,Hamilton Academical ,"Saturday, October 17, 2009","Tannadice Park (5,944)"
Falkirk,1,3,St Mirren,"Saturday, October 17, 2009","Falkirk Stadium (5,084)"
Hibernian,1,0,Kilmarnock,"Saturday, October 17, 2009","Easter Road Stadium (10,922)"
Rangers,2,1,Celtic,"Sunday, October 4, 2009","Ibrox Stadium (50,276)"
Hamilton Academical ,0,2,St Johnstone,"Saturday, October 3, 2009","New Douglas Park (2,199)"
Hibernian,1,1,Dundee United,"Saturday, October 3, 2009","Easter Road Stadium (13,056)"
Kilmarnock,1,1,Aberdeen,"Saturday, October 3, 2009","Rugby Park (4,997)"
Motherwell,1,0,Falkirk,"Saturday, October 3, 2009","Fir Park Stadium (4,337)"
St Mirren,2,1,Heart of Midlothian,"Saturday, October 3, 2009","St Mirren Park (4,652)"
St Mirren,0,2,Celtic,"Saturday, September 26, 2009","St Mirren Park (6,164)"
Falkirk,0,0,Kilmarnock,"Saturday, September 26, 2009","Falkirk Stadium (5,394)"
Heart of Midlothian,2,1,Hamilton Academical ,"Saturday, September 26, 2009","Tynecastle Stadium (13,025)"
Motherwell,1,3,Hibernian,"Saturday, September 26, 2009","Fir Park Stadium (5,221)"
Rangers,0,0,Aberdeen,"Saturday, September 26, 2009","Ibrox Stadium (47,968)"
St Johnstone,2,3,Dundee United,"Saturday, September 26, 2009","McDiarmid Park (7,225)"
Celtic,2,1,Heart of Midlothian,"Sunday, September 20, 2009","Celtic Park (58,024)"
Kilmarnock,0,0,Rangers,"Saturday, September 19, 2009","Rugby Park (10,310)"
Aberdeen,1,0,St Mirren,"Saturday, September 19, 2009","Pittodrie Stadium (10,103)"
Dundee United,0,1,Motherwell,"Saturday, September 19, 2009","Tannadice Park (7,196)"
Hamilton Academical ,0,0,Falkirk,"Saturday, September 19, 2009","New Douglas Park (2,640)"
Hibernian,3,0,St Johnstone,"Saturday, September 19, 2009","Easter Road Stadium (10,817)"
Heart of Midlothian,1,0,Kilmarnock,"Tuesday, September 15, 2009","Tynecastle Stadium (13,328)"
Falkirk,0,0,Aberdeen,"Monday, September 14, 2009","Falkirk Stadium (4,724)"
Hamilton Academical ,2,0,Hibernian,"Sunday, September 13, 2009","New Douglas Park (4,023)"
Motherwell,0,0,Rangers,"Saturday, September 12, 2009","Fir Park Stadium (9,355)"
Celtic,1,1,Dundee United,"Saturday, September 12, 2009","Celtic Park (58,500)"
St Mirren,1,1,St Johnstone,"Saturday, September 12, 2009","St Mirren Park (4,543)"
Hibernian,0,1,Celtic,"Sunday, August 30, 2009","Easter Road Stadium (14,221)"
St Johnstone,2,2,Heart of Midlothian,"Sunday, August 30, 2009","McDiarmid Park (5,825)"
Aberdeen,0,0,Motherwell,"Saturday, August 29, 2009","Pittodrie Stadium (11,320)"
Dundee United,2,1,Falkirk,"Saturday, August 29, 2009","Tannadice Park (6,979)"
Kilmarnock,1,2,St Mirren,"Saturday, August 29, 2009","Rugby Park (5,645)"
Rangers,4,1,Hamilton Academical ,"Saturday, August 29, 2009","Ibrox Stadium (47,633)"
Heart of Midlothian,1,2,Rangers,"Sunday, August 23, 2009","Tynecastle Stadium (16,284)"
Falkirk,1,3,Hibernian,"Saturday, August 22, 2009","Falkirk Stadium (6,059)"
Celtic,5,2,St Johnstone,"Saturday, August 22, 2009","Celtic Park (58,500)"
Hamilton Academical ,0,3,Aberdeen,"Saturday, August 22, 2009","New Douglas Park (3,347)"
Motherwell,3,1,Kilmarnock,"Saturday, August 22, 2009","Fir Park Stadium (5,093)"
St Mirren,0,0,Dundee United,"Saturday, August 22, 2009","St Mirren Park (4,775)"
Dundee United,2,0,Heart of Midlothian,"Monday, August 17, 2009","Tannadice Park (8,253)"
Aberdeen,1,3,Celtic,"Saturday, August 15, 2009","Pittodrie Stadium (16,803)"
Hibernian,2,1,St Mirren,"Saturday, August 15, 2009","Easter Road Stadium (6,350)"
Kilmarnock,3,0,Hamilton Academical ,"Saturday, August 15, 2009","Rugby Park (5,307)"
Rangers,4,1,Falkirk,"Saturday, August 15, 2009","Ibrox Stadium (50,239)"
St Johnstone,2,2,Motherwell,"Saturday, August 15, 2009","McDiarmid Park (5,220)"
