home,homescore,awayscore,away,date,location
NEC Nijmegen,0,3,PSV Eindhoven,"Saturday, September 18, 2004","De Goffert (12,000)"
De Graafschap,2,2,FC Groningen,"Saturday, September 18, 2004","De Vijverberg (11,000)"
Heerenveen,3,0,NAC Breda,"Saturday, September 18, 2004","Abe Lenstra Stadion (17,400)"
RKC Waalwijk,2,0,RBC Roosendaal,"Saturday, September 18, 2004","Sportp. Olympia/Mandemakers Stadion (5,000)"
Twente Enschede,0,0,Willem II Tilburg,"Saturday, September 18, 2004","Arke Stadion (13,000)"
ADO Den Haag,0,4,Vitesse Arnhem,"Friday, September 17, 2004","Het Zuiderpark (6,500)"
ADO Den Haag,3,3,Ajax Amsterdam,"Sunday, September 12, 2004","Het Zuiderpark (9,000)"
FC Groningen,2,3,NAC Breda,"Sunday, September 12, 2004","Oosterpark  (10,500)"
FC Utrecht,1,0,NEC Nijmegen,"Sunday, September 12, 2004","Nieuwe Galgenwaard (22,000)"
Feyenoord Rotterdam,3,1,Twente Enschede,"Sunday, September 12, 2004","De Kuip Stadion  (38,000)"
Heerenveen,2,0,De Graafschap,"Saturday, September 11, 2004","Abe Lenstra Stadion (17,300)"
PSV Eindhoven,1,0,RKC Waalwijk,"Saturday, September 11, 2004","Philipsstadion (32,000)"
RBC Roosendaal,4,1,Vitesse Arnhem,"Saturday, September 11, 2004","Vast & Goed Stadion (5,000)"
Willem II Tilburg,3,1,Roda JC Kerkrade,"Saturday, September 11, 2004","Willem II  (12,500)"
AZ Alkmaar,5,0,FC Den Bosch,"Friday, September 10, 2004","Alkmaarder Hout (7,935)"
Vitesse Arnhem,1,1,Feyenoord Rotterdam,"Sunday, August 29, 2004","Gelredome (17,500)"
Ajax Amsterdam,1,1,FC Utrecht,"Sunday, August 29, 2004","Amsterdam ArenA (39,000)"
RBC Roosendaal,2,2,FC Groningen,"Sunday, August 29, 2004","Vast & Goed Stadion (5,000)"
RKC Waalwijk,1,3,ADO Den Haag,"Sunday, August 29, 2004","Sportp. Olympia/Mandemakers Stadion (4,600)"
NAC Breda,2,2,PSV Eindhoven,"Saturday, August 28, 2004","Fujifilm  (13,072)"
Roda JC Kerkrade,2,1,De Graafschap,"Saturday, August 28, 2004","Parkstad Limburg Stadion (9,000)"
NEC Nijmegen,1,2,AZ Alkmaar,"Saturday, August 28, 2004","De Goffert (11,500)"
Twente Enschede,4,1,Heerenveen,"Saturday, August 28, 2004","Arke Stadion (13,000)"
FC Den Bosch,1,2,Willem II Tilburg,"Friday, August 27, 2004","Ecco Stadion (4,500)"
Willem II Tilburg,0,4,Feyenoord Rotterdam,"Sunday, August 22, 2004","Willem II  (11,200)"
Ajax Amsterdam,6,2,NAC Breda,"Sunday, August 22, 2004","Amsterdam ArenA (40,000)"
De Graafschap,1,1,FC Den Bosch,"Sunday, August 22, 2004","De Vijverberg (11,000)"
FC Utrecht,5,1,RBC Roosendaal,"Sunday, August 22, 2004","Nieuwe Galgenwaard (20,000)"
ADO Den Haag,1,2,NEC Nijmegen,"Saturday, August 21, 2004","Het Zuiderpark (8,000)"
Heerenveen,3,4,Roda JC Kerkrade,"Saturday, August 21, 2004","Abe Lenstra Stadion (17,100)"
PSV Eindhoven,5,1,AZ Alkmaar,"Saturday, August 21, 2004","Philipsstadion (30,000)"
RKC Waalwijk,1,0,Twente Enschede,"Saturday, August 21, 2004","Sportp. Olympia/Mandemakers Stadion (6,000)"
Vitesse Arnhem,1,0,FC Groningen,"Friday, August 20, 2004","Gelredome (16,500)"
Twente Enschede,2,3,Ajax Amsterdam,"Sunday, August 15, 2004","Arke Stadion (13,250)"
FC Den Bosch,1,0,ADO Den Haag,"Sunday, August 15, 2004","Ecco Stadion (4,817)"
FC Groningen,0,0,RKC Waalwijk,"Sunday, August 15, 2004","Oosterpark  (11,500)"
Feyenoord Rotterdam,6,1,De Graafschap,"Sunday, August 15, 2004","De Kuip Stadion  (40,400)"
NAC Breda,3,2,FC Utrecht,"Saturday, August 14, 2004","Fujifilm  (10,815)"
RBC Roosendaal,2,5,PSV Eindhoven,"Saturday, August 14, 2004","Vast & Goed Stadion (5,000)"
AZ Alkmaar,1,1,Heerenveen,"Saturday, August 14, 2004","Alkmaarder Hout (8,000)"
NEC Nijmegen,2,0,Willem II Tilburg,"Saturday, August 14, 2004","De Goffert (11,000)"
Roda JC Kerkrade,2,3,Vitesse Arnhem,"Friday, August 13, 2004","Parkstad Limburg Stadion (11,000)"
